id,prob_class1
eng_990e633e152183b9bb441224c1425468,1.5381734e-07
eng_e4634f3747bca2f69a3a32767d652257,0.29583988
eng_d38e618fae2784b737859afbf9dae839,0.033336822
eng_5bfe78e3904c3d8ae0bbe4e6cd9245b1,2.3125503e-10
eng_2476cfb5b01ad85f125a699e61327b0d,0.00091105123
eng_9202fd823b94ac7ac24d6ad881e32997,3.5008545e-06
eng_c9b6c2fc0796b360f993013a62ce504b,2.586743e-05
eng_43b13661adf6f2a033494e1cf41704b7,8.3152804e-07
eng_40ef727eb29f6234126ea4f0bcce06d3,0.00077936606
eng_102e050a83863229af8568ca8af3fcda,0.0005193048
eng_98a0dcb21fb7aea1f1961c854b427172,5.5475197e-10
eng_29cbf37f965b7f9d278e44a28cba9486,0.0005747862
eng_9f0c4a4e09ea3bc1b6d9a71021f16cb5,0.48633155
eng_398d57c62594e165372a9e45bb9920ed,0.001133569
eng_10513df0555fa919b841133f05d9f647,0.2679825
eng_bc69ff7744358d824998cd99caf844cd,0.891811
eng_613c0009df1c61f1e96707c7e3fd1fa4,1.9555682e-08
eng_ed05cd142ff582eab570da0bb7af355b,1.2256068e-11
eng_524dbfad7a186ba6e50d1d068163fc70,3.3647407e-10
eng_626628ddfd3d2f0782f307f4869113bf,7.042271e-08
eng_634f61c7b7c9981cf06265d3fd8237f4,1.2606946e-05
eng_30e8d880925f57f90146bd02146abccd,3.288749e-06
eng_187b8bd1e8ceb1511d4b9902f27727ce,2.0580492e-06
eng_f5e2e82f2de4c82365e9e71f6a2f95c1,2.0377483e-07
eng_e1e7ffce50a7f071567cc0ebaa498197,0.00077330566
eng_1c6c9e9959fc7c090b65ec353b6a20c4,0.00012148176
eng_1bb28a42da02c587a47d892744033eff,1.4510478e-05
eng_733899384b2ae68757b9c90c47a48228,1.571343e-08
eng_0955baed0057e05b0147c507c9033137,7.58256e-10
eng_a0ff5c5d0666bcc44907502537b4a18c,8.664653e-06
eng_4e752c328972df1bae48d9a4d155677a,0.0014214043
eng_d399509db9f2d40c0ae672a79b21d93c,7.042271e-08
eng_c305a16c1728247188c1c2a0f31c596d,0.00079162966
eng_81a74fc16bfdf2b7cbd5ab3c3a4ed514,2.7346983e-12
eng_53a70cc36d5dbf09f9baa4d9d62ca021,1.6373771e-07
eng_7eb2d60ada068ed9f83c1a4048c299d3,6.9622565e-06
eng_b751f62e2c321ada7cfbf9accc59814f,6.3488e-09
eng_b7c86d550e6eb306b962ea97652f4016,1.3287774e-06
eng_61b45b760fcdb3f4f120337be4d6c49f,5.26334e-09
eng_dce88cfe44e945709fc5036562b594c2,2.586743e-05
eng_f60410721fef7484d28727e4b6a64d99,0.0026522595
eng_bb16ae55721dd0d5a06998bf7034cadf,4.7379055e-07
eng_9fb1ab88524382db311ea9ec191ca999,2.642586e-06
eng_8c6968ceb59f18bf804bb9349aa9b920,6.4120606e-08
eng_ac43b31b72756103aeb0a746531e1846,1.2626097e-08
eng_ef552a2106e49cbd9b5f803d7c82e86c,2.6995778e-07
eng_d7f737e27390f57b01093e3eb014ac8e,0.99965405
eng_689172776c06d886209fc792ad69a0f2,1.09072815e-07
eng_0fe6a37502da8f89af480449d5352c7f,2.17244e-10
eng_f9ba50f607b5a1cbc65d5eba6f34227a,4.9444506e-09
eng_97dbb73b7175eef8cd2ed27226ccd48e,0.20244318
eng_094e5a1af541100dc3d9aa0e4e436648,0.014281935
eng_ac3be5bc61be367464ed45fd7f21a693,0.0005527786
eng_62722cf0eeedbc273010ebff2589e572,0.9184803
eng_c1bb28b7e0baf6447650838d122e1c40,1.1659529e-05
eng_ce921ea1fdfc25a1769e3ad39b642eeb,8.3152804e-07
eng_75982a8fbb54b4ed6c6506b5e905d036,3.398268e-09
eng_005bd8c1e3ce73be9b842ea712cd435d,2.0145691e-05
eng_a839a0a18a9388780d2075e87a30f420,3.5410764e-08
eng_6291dee900f97c49dd0da1c3859408f3,1.4908487e-07
eng_f8ace5a99ab6118436b42dba9164bfad,1.4738981e-05
eng_f4f4809fa4b7c07889b54014c979fa34,4.3139121e-07
eng_ef047f00d834c9e89a9e5f356daea25d,3.4465788e-06
eng_9b202597ed6200cdedc112e054357b2b,9.1463137e-10
eng_dd96040ae03dae211ac686855377267c,2.6842004e-06
eng_cde1290a0bc2cc2ff8f4c8f1733bb7d6,0.9998511
eng_c16f78beeee5335050197e03a575be66,1.1142491e-08
eng_521977b6f8f2875e3ce0b218de466fae,1.9947297e-06
eng_d307511995f1d947c5f5e475432beb66,5.9641456e-09
eng_305a432b5ab6fbc28930be4af56bdc6c,2.6688529e-05
eng_4e59daac4ce2458e82453b99bb9cc712,0.24006124
eng_31249130acc1aae798af121faba2e17d,2.2474089e-05
eng_3a7f0661a909b73fb8678e1ca5d5461d,0.50585914
eng_ba1b5d841740441a60013e2640646494,0.00020988309
eng_258e38097ab60f7b5abdc5b903772f39,0.00031015597
eng_726047ee701e2cd2f6b06bf75f2bdd83,0.01395571
eng_6658d8d873da3f45dfea1d6397880661,2.0145691e-05
eng_7a6a0cba5f9ef130ae41301fe4b75e2c,0.008251599
eng_d4524e3c68025ba3cb7e2bda1a9672c0,0.99979335
eng_add8f803752d8a56640190e5efb8a93f,0.00012533751
eng_452f83309aac8515b1f4eac1f3101df2,7.33821e-07
eng_e28cf7a9fa5da0b8390ccf9def1a8068,1.9947297e-06
eng_4beb2ea20a607485f7dea283c7dd769d,5.2553955e-06
eng_48d44b1c7b34b453ed4d2236592b7b1e,5.9209164e-05
eng_3cab0e955a64118cd4120be29d182181,0.00498227
eng_6a5b44c84a2dab47adff083a86749817,2.0145691e-05
eng_cffab7a778292579b4d056f758e13646,0.0042315875
eng_c83afc9f11f3eb05a1398b21238851ad,0.004248079
eng_474856cb8a3d6b700080dc9413a0c7d1,5.3910844e-05
eng_430b8ce4f0b5a1b13a1164ff2f0e400c,0.0818494
eng_a6f70183e664481b8263586162b57076,0.01798621
eng_2f512f502ff78ea65a075cd849719ad2,2.7264703e-06
eng_9dfbb421d6c2109fdf772c4cd4406673,0.97887486
eng_7b149d2a159f99253ce368794ff29029,0.77321637
eng_87790789e39d242db77d754986ee1e4b,1.4908487e-07
eng_8434434c4ba8faf8afcbc78520656b01,0.004943689
eng_21cb3710d2a2b8c87232d29cfc8019c4,2.430024e-05
eng_495598e5079becbeef0f4467248cc079,3.288749e-06
eng_6dc232429075c38beb0395640efc0184,0.009161026
eng_6d9596ecd745b59ae45ba838e83fe98f,1.248271e-06
eng_4a8801639c944fe8d759b9fefe7fa2a4,1.04515475e-05
eng_7b94fa1f010f95de69ed1e980adf07e4,1.4908487e-07
eng_de92cf66febcc524041ca38d64d6a65c,0.001867566
eng_6f5f7f616cd62feb3e8a1c72d7b84acc,8.2332484e-08
eng_d6cf6dfd63ad1429f23c71389c987d1d,1.9171716e-10
eng_a3419e0eb29d58918b720f60a476541a,0.00011774459
eng_7c3c46810085847d2434850611681a33,8.902264e-08
eng_a719deb118d4354285cafcebe913507a,2.7264703e-06
eng_afd5fb184ab7158a7a0ae20430f7a3bb,0.0003799845
eng_a53b65d8071b355afa40e4d78c080798,6.214782e-08
eng_7ab69f15328009bbea19606feeb411ae,2.3320745e-06
eng_9a81c72f093da4be2ce5ad2473717987,0.0010005045
eng_af8c69b804ff12e9ad24b81c0c38dca0,0.0011160143
eng_ee40ed95efdfd53cb2666114687ffc27,1.7983065e-07
eng_4003ccbc231984d178c62ce28c5b0fc1,3.0288433e-08
eng_3544e6f84a7c22e0630ed7e4dff3d613,6.615601e-08
eng_f88f134a742eb6f19afb1f567afb1a33,1.9525884e-05
eng_23f2e044749d4d8bad03c9876f517063,9.931193e-08
eng_597b598c8a1035c22ef5460ad7505906,3.3596785e-07
eng_128a1203d16f97eea4215d0229b9ab1c,0.00015843622
eng_6f86964906c8ae66a2011f166187ca02,1.2606946e-05
eng_f4073bcf5b394f116df5eb03ff6c2eef,1.0348531e-06
eng_0c6112f523aab3d2b0d07d415698ab70,3.288749e-06
eng_abe9f2e00325e1ede5696607248ef230,0.008813167
eng_165f798724f6a25e948a48183860dfd0,0.99999714
eng_a18487dc17b659e6c2e6b4096563803d,2.7969301e-05
eng_6d0066dfd2652a5ba6b5a33065f2029a,0.007815888
eng_5b26b18a22b69217e485632f06100106,0.0023596606
eng_f76071622d0516b4be8690ecca26b7a8,0.87831426
eng_3e3854e30d5a0b664ee643950e8a7fe0,0.2613309
eng_e724de7814a48e0e9fe84fbdc6a375ec,1.2501529e-09
eng_6c279b2dfd57804368b09e432ff7ddcc,0.017712297
eng_5859a143e39f0e5928d6b338cfde972c,2.8130173e-06
eng_498938fea035f10b56db43f7c61a217a,9.516251e-06
eng_8ba83febd8b42d7d1c849b49c0436a01,3.883111e-05
eng_22dae323f2b3399846212d3c4c93fa7d,5.9209164e-05
eng_2f3aa455eaf01fdc5e68e00f4e105124,0.00033015275
eng_cda74cbe92291c6f91011d8771da807b,1.8189616e-09
eng_7b5454a2d220f065630a8ac988cc923c,4.264747e-05
eng_341b5affa0bbf61d9a413c4cf6b03a6d,0.10212547
eng_586aadd4f58603596600dc3335760a97,0.00014883847
eng_38fc1d387b0ad9e1e94d756971c7f560,1.8342893e-05
eng_1f17045066135d6aab191c2b82e446a5,5.051074e-10
eng_74dc46393773189b80b3140652f0219d,1.3867054e-08
eng_2852459955ece13205f6b15dd7f1f269,7.042271e-08
eng_6e9c7415caaf347d367209b520730c52,1.4593763e-06
eng_1b36ba28b706edc848b9153339479413,7.58256e-10
eng_e9a2923b22b0b7af501425b5f2691931,9.450865e-13
eng_615080550e863d9cdcfb11ed02e50b55,2.5690114e-12
eng_a9fb2e97f3a77792f7997899d34b056c,2.642586e-06
eng_7479fe9f449ba37d19ca62fdf3cbc079,6.214782e-08
eng_cbea2ffa6985ab478026a358cfb20f32,6.7582624e-09
eng_fc3a7d6e5f72db6df5e4a721f5e19a59,1.8767017e-09
eng_53e571030ef2500157a31e981f667182,0.99979657
eng_0ebccc48abf402edde36ffc1a9dab4a0,1.8982569e-11
eng_6bbcd4aa7d21090a81b6c16b992f1e9e,0.000100714
eng_f8b6b5243a5d94eaab54d8b43a2829b6,1.0364132e-09
eng_ed09791d0ca36115eb0d9d6cc77cbe97,2.753569e-05
eng_e03465ce843569596a7f7ce49e9873e5,1.02618795e-10
eng_7989bc481c04fe280e41e866f369a615,9.329492e-08
eng_0d6270fe1c840f5e4eb9058180b8e987,0.0032730647
eng_756a24734812cd94cf6e905e1a398d11,0.0107351625
eng_6424e9b37fdda6d10ed94e5025d5f8eb,6.144174e-06
eng_615f8e2e51b10af040ccc56473c12b0d,4.993718e-08
eng_9eab32906e280c202483f4fc6c08d7cb,6.144174e-06
eng_67736569612c2e124cb6ce53444f8cfd,1.2606946e-05
eng_79f5e546996bea6b7e6b77e5bf361d20,0.49804685
eng_3a533edb308a7b9450235ab58cd1ebc0,3.689885e-07
eng_d403ed2d7071f3d8afc21fb6ce89997e,2.5612824e-06
eng_e4777033a39c92102ff03fda8ecec301,6.825603e-08
eng_3879c462933c521dd7cc1a567145536e,4.7923256e-09
eng_29285c65be0aacf10c99cc4bcb65a617,4.5921354e-07
eng_3a02f6ce5ecbfe54c3a87cfb30305abe,0.22000709
eng_b565e6fbc1f559b4faa3fd4845edc0e3,8.3152804e-07
eng_178b134cc7d155eafe4d1f34d69c50e4,7.05288e-11
eng_d61ffc0e9fac00d48b1fabf23ec3dadf,3.576359e-07
eng_d13092f9ea3def1403e08ec81ad69f34,0.35042137
eng_9fb478436256802f88e65ad22a8e0ee0,0.0018330729
eng_fed78957985dfcf8846de7e7484ff399,0.0038244836
eng_1abf2b8f6cb4c14a9165364720f385ae,1.2237632e-08
eng_b8aecc819ce71a12b10e984c7c07b1f9,0.8727817
eng_f25d0f0dcda23e9eb96c933e63e23715,2.1112483e-05
eng_17be638dbd4538b428a9b994e8da5e6a,1.237819e-10
eng_f0384048cd403538035f72577b180225,3.4808123e-05
eng_a51a16d7fbf1c99f3640978808cf0c63,2.350365e-06
eng_f29541ea922655ef11fcbe7d4378a1b6,4.495181e-06
eng_3154700e59cc7ddbde978de99b6f8e91,9.736201e-10
eng_247c5bd32093e400a195d7505240006f,0.6638869
eng_1f6ab894d162e6260e935a188d334f1c,0.9952448
eng_b1669d3f87cce7444e807f6dda22a333,0.43782353
eng_06ef173f1822b69e0a936879dc10cb7d,2.5612824e-06
eng_f06a44d215ed1bc80707463e4a6c71ae,0.3328523
eng_2a99c9d66b0a2e5c41ba8a77fbd6a1bb,6.156765e-05
eng_fd6da99d92c60a1008f7a2c4f86b9fe1,0.0067580864
eng_e76a8d271ca9e68c36d5a735886300bd,0.1552705
eng_c249702ac23342bcbcff1f18294a467c,0.6959583
eng_f4b1eb00805dba0d49db21043aceae6d,2.046293e-05
eng_7a3126794542feff6a2a33de448b5776,2.2380286e-07
eng_ffe57990fc4063f259443f7ca44ff1ab,0.2885691
eng_534285da47ead2d21eeea031ab0138b9,8.15202e-09
eng_2290f52f4a13ad903f48e2340e6693cc,0.0011160143
eng_da8bc2d4433e47abcac41940bb4927fc,4.264747e-05
eng_6f1c470e0e029d3a24f8b0b9da3fcb87,1.5446309e-05
eng_ed53a809e5a0252e839cb8ddf4243159,0.0014021305
eng_f0b94112e3cf99bd7dc8a989d8eecf3c,2.2603242e-06
eng_435da451232ee15125b8099c6720ae90,0.01507263
eng_903edea5f7d5fab2a6dd22f5761c0ae1,1.2878952e-06
eng_b649c5326e9498a1fa5fdf8dd36d6633,3.3596785e-07
eng_e866d71dd7a4b6737589b4a377640b6a,3.5464107e-11
eng_04c4648057106c7a9ec34919467ee34f,9.736201e-10
eng_c90cb17f73dab912abe524f6d8465c4c,6.6815164e-07
eng_331afae800fc7eebb6cbeedea08fff2f,0.57367843
eng_d22546930bd1f0c70e309314be4d31fc,4.7576454e-05
eng_b34bf28f57fda5d21bfede9a8b3d48b7,0.6513549
eng_70799dc9d20b510e5356ceb411471b2a,0.0020507437
eng_8729651941741a78965787e8f20030af,1.2098657e-06
eng_ad57ce7d71a96510a29293db1fe0b437,0.0004955359
eng_fc1afa3748b1e3459f14ed91af888b89,1.568955e-05
eng_6753ebfda10ef1784524bec8fd31e8f3,4.7379055e-07
eng_3873d445577f5ac16eb61325957ab75c,0.12463858
eng_51c5fe5daa1d773814a91e2a449830c8,2.8736858e-07
eng_a81d560f654981cddb8d5be8157fd444,0.06512755
eng_faafb076597f9b874af94458771301c8,2.5612824e-06
eng_258f9bcd9e6d678d48c89e9eea734f4d,5.2114124e-10
eng_7d57315c30213672d0dc7af1400cf702,4.6838886e-05
eng_0863bc9d2ede58447b6f48e341ad50bd,0.7557272
eng_32653c0b3ac33455b4ed80900f435421,1.9362747e-09
eng_d7a0bf25196f8bac28d41eb5336c6ff7,0.03882902
eng_ee00488f0779fde2dfbe1d88dba7c5a9,1.0030142e-06
eng_0d4d4821aea478d0e4c5d05445fa51b8,0.0030278352
eng_7e7604fd47fed08dd7dfb100aa4ed06e,0.03904829
eng_f86d4ed7b53bc96db22dc39d002526f5,0.65665823
eng_36bd21fd8d868dd4ed244ec6e4a2a7e6,0.9993538
eng_32ca0799fa1ea096dfdef4f2b9c99949,2.5946094e-11
eng_085066d86c16e5a94b2c5834512caa3f,2.753569e-05
eng_715c2117a1f82d23d829c97c0f84e347,9.042454e-08
eng_870f867e69402032390268cdb47c495e,2.1782651e-05
eng_ecbe934d3f87e916c8257c0dc1916d65,2.2125667e-05
eng_d55d915592f66a6219bc52e0a5492d35,0.14414886
eng_2e64ab706878ec2f38351f8dd62b989a,0.00015598026
eng_bc973d5fb976d040875537b8cc172351,2.8453348e-08
eng_efa12247e100f5203a6facf8b666a39e,0.9999989
eng_df0c37e3e34ce3205c221b2d86558456,0.73810315
eng_a0071df1b556afcfc8d6b603ea6f0bd4,2.0408185e-10
eng_d343fac9f0cb13a1382e14d1bf7ab90f,0.00011959858
eng_c2b0c4c37c1f1e821edbe244c0b68908,2.753569e-05
eng_00f73487b842d0dde5ab8ce0b3bea9e8,3.850742e-09
eng_efe29efb9e7bbaafc3f195f58d8a27ef,6.0141516e-05
eng_c90675a4d9459d31159f0097707229f9,7.265816e-08
eng_f28e8068822f6d1be74104b39b116e66,1.3574332e-07
eng_de7b0f6fef3eb05c1ab141e298180c62,0.0005112579
eng_1f8ce63104ac2754049fe402905b5e39,7.646538e-06
eng_e4fbf31aa7fa61e8595ec2b84d99f13d,2.3823691e-07
eng_7b2fef4d68bdd6f99b3bfb3718d10c6b,0.21650808
eng_6b0335d4981bb8e10ad3e8e62295d194,0.99724233
eng_c42ed6be877ba8d3c1090ef7dbdd57af,0.9989183
eng_4af413dbea43bf635f557d27ad73e949,1.5229979e-08
eng_e60440c907fb84a7237ae026058ed538,0.43974736
eng_04580ad53363ee20b9186aed1b0ef167,4.539787e-05
eng_bc68a2ae3b53bc2a573399a1b2721c1d,6.402007e-05
eng_83beb52973ce06626fb226c5d61852ec,5.9641456e-09
eng_baeccbee4fa78cd6bc7f3fd5315224e8,1.9333586e-06
eng_21147de97253e16ea696c58417635789,1.3307808e-09
eng_25a6e5fa3a1d03821bf6b49aa9a04eda,6.6815164e-07
eng_7888ed8efbea538ca8ad7620e6cc1a51,6.6815164e-07
eng_a69b224277e7b95fb7a0ac41e7544a76,0.00020662982
eng_04ef4a81dc32651369e15da5833e2c16,1.944433e-07
eng_7345d94dbc2c044c35e1556f2723cc1d,7.031184e-05
eng_be5922b6b76648208d4ae179179f200f,2.3588655e-08
eng_9476f5058c9a592ac029dabc35e85b90,8.2332484e-08
eng_ec18304d31c2f114bbee7ef70eb0684e,8.15202e-09
eng_f27475571a93210bdc26ba9494cb2433,7.5077514e-11
eng_574d39d498b754de8ba5da8c8592f8f2,4.6838886e-05
eng_26d70b5fd1530ec50869b1abd6248a44,7.967302e-05
eng_7b5661b3afac69757702cfb57378666d,0.7198762
eng_66ad8876521f43d9d0a314cefc92f6a3,1.12128655e-05
eng_acfad98b09550077a788bc5511ff99a1,3.398268e-09
eng_2b227428338088368fcd2e7cd15e6c27,1.8925148e-05
eng_905d7b78c7d1c7ed022fb30fa8f0a0eb,0.09484525
